first_name,last_name,birth_year,death_year
St.,R.-sky,,
G.,dr.,,
,E-J.,,
M.,L-a.,,
Aug.,Haas,,
Anna,Martinson,,
M.,Weismann,,
P. E.,Kerk,,
K.,Veiklane,,
Villem,Vaher,1873,1944
J.,Kurg,,
Maria,Kerg,,
J.,Lossmann,,
A.,Sucky,,
A.,Luts,,
J.,Tari,,
,Ella,,
Anton Hansen,Tammsaare,1878,1940
,E.T.,,
Jaan,Lipp,1858,1924
F.,A.,,
Mats,Põhjala,,
P. J.,K.,,
Julius,Elango,1895,1976
T. J.,K.,,
Friedrich,Krass,1877,1914
Anna Mathilde,Prants,1875,1943
Jaan,Wöhrmann,1880,
Jaan,Steinberg,1866,
Karl,Moks,,
,Ansomardi,1866,1915
Jakob,Liiv,1859,1938
Martin,Lembit,,
August,Õieleid,,
Ernst,Enno,1875,1934
Friedrich,Kuhlbars,1841,1924
J.,Puss,,
Johan,Salu,1882,
Joh.,Liiv,,
,Kwp.,,
,K.H.,,
O.,Nõges,,
M.,Jörjen,,
J.,S-rg,,
H.,Vassar,,
Jakob,Pärn,1843,1916
G. C.,Parmi,,
Emmi,Emanuel,,
W.,Rullmann,,
E.,Sadanevitš,,
Joh.,Rillo,,
Ch.,Lamanowsky,,
J.,Kalmholm,,
O.,M...ba,,
Johan,Pihlakas,1861,1916
A.,W.,,
Liisi,Lekk,,
M.,Allino,,
Peeter,Laredei,1862,1952
Johannes,Lepa,,
,Märt,,
,A.,,
Hans,Mulkson,,
O. C. J.,L.,,
W.,G.,,
W.,Luise,,
H.,Kivi,,
,Mumu,,
,mf,,
Martin,Normann,,
,mf.,,
V.V.,Mägi,,
Fr.,S-s,,
Wold.,Rosenstrauch,,
,teadmta,,
Magnus,Leithammel,,
K.,M.,,
August,Kiimann,1879,1900
Jaan,Jung,1835,1900
Franz Heinrich,Wilberg,1814,1882
Voldemar,Mettus,1894,1975
neiu,***,,
Adolph,Luha,,
G.,Kiwikink,,
Jakob,Livenström,1830,1902
Ernst Magnus,Schneider,1826,1889
Johann,Thomasson,1817,
Berend,Gildenmann,1822,1884
H.,Lokkot,,
Jaan,Lammas,1860,1930
Otto Reinhold von,Holtz,1757,1828
Elise Rosalie,Raup,1863,1932
Friedrich Wilhelm,Eichhorn,1827,1896
Mathilde,Flink,1865,
Enn,Murdmaa,1874,1957
Martin,Körber,1817,1893
P.,Vaarikuine,,
,Anna,,
J.,L-dik,,
Konstantin,Kokla,1878,1946
August,Kreek,,
O.,Soo,,
Karl Voldemar,Rosenstrauch,1877,1919
S.,Karin,,
Jaan,Vint,,
P.,J.,,
W.,Witkowski,,
W.,Witkovski,,
,August,,
J. Friedrich,Meyer,,
Karl,Mühlbach,,
Liina,Grossschmidt,1872,1952
Jaan,Lammas,1860,1929
neiu,Meiu,,
,Miina,,
,g.,,
Georg,Rosenberg,1837,1903
,p.,,
Jakob,Ilves,1869,1901
Enno,Maidla,,
Andres,Lattik,1862,1945
F.,E.,,
Jaan,Vahtra,1882,1947
Christian,Kersten,1793,1877
M.,Mürk,,
Elvine,Langsepp,1869,1947
,v,,
G.,Warje,,
Johannes,Niinas,1873,1941
Gustav Adolf,Bach,1865,1942
P. F.,Kõiv,1866,1946
Hermann,Lezius,1863,1928
,R.M.,,
J.,Etruk,,
Jaan,Tootsel,,
Ivan,Kont,,
M.,W.,,
J.,T.,,
O.,Urne,,
Jaan,Suurmets,1882,
F.,F.,,
Jakob,Jänes,,
J.,Kivisaar,,
P.,Kangur,,
Jaan,Speek,1866,1921
Peeter,Jakobson,1854,1900
Hermann,Niggol,1874,1919
F.,Freimann,,
Hermann,Saaresild,,
H.,Turp,,
A.,Tido,,
M.,Schultz,,
J.,Kirotar,,
J.,Laas,,
Oskar,Kallas,1868,1946
W.,T.,,
A.,Tedermann,,
August,Trumm,1858,1914
Johannes,Niinas,1873,1941
N.,Kaarel,,
M.,N.,,
G.,S.,,
G.,S,,
Miina,Vahtrik,1824,1911
,Lyda,,
O.,Hinzenberg,,
J.,Täht,,
J.,Virulane,,
W.,M...,,
A.,Silber,,
G. Ch.,Nörmann,,
P.,Obram,,
Jakob [Jaan],Lindenberg,1840,1898
A.,Roots,,
Otto,Hinzenberg,1875,
P.,Oskar,,
Johannes Adolf,Rahamägi,1883,1916
H.,K.,,
J.,Wuhlberg,,
Karl,Moks,1855,1915
Karl Eduard,Sööt,1862,1950
Gustav,Daniel,1855,1893
Joh. H.,Jurikas,,
J.,Sõrmus,,
M.,Kõrts,,
Ado,Johanson,1874,1932
Arnold,Kõiv,,
Jaan,Vau,1834,1919
August,Kiimann,,
G.,Astok,,
Elise,Aun,1864,1932
C.,Eichwaldt,,
A.,G.,,
Aleksander,Liblik,1877,1924
,Ch.,,
Johann,Trull,1871,1940
C.H.,Roost,,
Karla,Oniks,,
O.,S.,,
H.,Johannson,,
,-el,,
Aleksander,Trilljärv,1871,1944
Jüri,Reinvald,1853,1913
Kaarli,Ruut,1862,1929
Gustav,Holstein,,
Jüri,Orgusaar,1857,1912
A.,Krikmann,,
,P.P.,,
M.,Ollino,,
Mihkel,Ollino,1868,
J.,Umblia,,
Karl,Krimm,1863,1894
Julius Osvald,Kaljuvee (Kalkun),1869,1940
Carl,Pulk,,
,Saaretaat,,
A.,Kuldsaar,,
Vassili,Mölder,1878,1943
,A.E.L.,,
,A-b.,,
J.,Meelespea,,
A.,Soovik,,
A.,Kelberg,,
J.,Toomas,,
F.,Stolzen,,
T.,R.,,
C.,K.,,
Jaan,Marmor,1869,1919
G.,Sireene,,
G.,Soom,,
J.,Simos,,
,‒g.,,
,Melania,,
Homo,Quidam,,
M.,Liiva,,
H.,Leppik,,
D.,Morgen,,
Mart,Kirikall,,
W.,K.,,
J.,Väljaots,,
David,Martson,1846,1892
Ernst,Kitzberg,1865,1945
D.,Schmidt,,
,Lilli,,
Arvo,Alas,1943,2007
,Jume,,
Marta,Pärna,1867,1939
G.,B-ld.,,
G.,A.,,
H.,Kahu,,
,J...,,
,J.-ots.,,
Jaan,Hünerson,1882,1942
Jüri,Aunverdt,1859,1927
J.,Aunwerdt,,
Otto,Peets,,
Anna,Haavakivi,,
Anna Kõrv,(Kõrw),1862,1933
Jaan,Jakobson,,
J.,O.,,
A.,Pallasmaa,,
A.,D-stein,,
S.,Lind,,
Woldemar Friedrich,Kentmann,1833,1901
Hermann,Namsing,1878,1924
J.,Grönberg,,
Otto,Sternbeck,1884,1941
,Elli,,
M.,Kiisk,,
Johann,Teffer,,
Ö.J.,Kerg,,
C.,Tiedemann,,
R.,Laene,,
Jaan,Kurg,,
H.,Martinson,,
A. E. (Alide,Ertel?),,
Johannes,Jaanus,1861,1941
,Ilmuw,,
I.,L-o.,,
J.,Valdmann,,
A -,a,,
K.,Põhjalane,,
A.,Daniel,,
Johannes ?-,Alp,1889,
E.,Endel,,
Andres,Alver,1869,1903
August,Läänela,,
J.,Ilmola,,
F.,Tuul,,
,J.K.--E.J.,,
Aadi,Aavakivi,,
J.,P.,,
J.,Kain,,
,Urbanus,,
Karl,Kikajon,1856,
T-st,P.F.B.,,
K.,P-t.,,
R.,Peerna,,
Otto,Münther,1864,1929
Michael,Jürmann,1853,1932
,Sinaida,,
P.,Aloe,,
Karl,Grünvaldt,,
J,Kask,,
Juhan,Mägi,1870,1942
Peeter,Talts,1867,1927
V.,Varju,,
,D.S.,,
,Mg.,,
W.,J.,,
Johann Daniel,Petenberg,1830,1858
Julie Wilhelmine,Ederberg,1861,1897
August F.,Ehrlich,,
K.,Karu,,
H.,Rinck,,
G.,I.,,
Friedrich Wilhelm,Ederberg,1857,1907
K.,P.,,
J.,Tiedemann,,
August,Busch,1868,1923
Andres,Tido,1855,1921
A.,Erme,,
J.,W-a.,,
Th.,J.,,
E. R.,Wirk,,
Salme,Lilienthal,,
A.,Raag,,
Mark,Sinisoo,1932,2020
,Visnapuu,,
J.,J.,,
Ado,Reinvald,1847,1922
,Leili,,
M.,T.,,
Jaan,Nebokat,1884,1908
Tartumaa neiu,II,,
Th.,Rähn,,
C.,E.,,
H.,Laredei,,
Joh.,Mäemees,,
Jak.,Rand,,
Juhan,Tamm,1858,1944
Ch.,Kannike,,
Otto,Mägi,1868,1919
Nikolai ?-,Orlov,1898,
Nikolai ?-,Orlov,1898,
Mats,Tõnisson,1853,1915
Paulus,Kõrv,1866,
Mats,Grant,1836,1885
Jakob Martin,Muide,1865,1942
Jaan,Lammas,1860,1934
Jakob,Pärn,1843,1890
H.,Kuulbas,,
Johannes,Seilenthal,1911,1997
Elisabeth,Lukats,1902,
Hilja,Vihalem,1920,2008
Ülo,Tambek,1922,1979
Jaanus,Õunpuu,,
Nikolai,Vaas,1878,
L.,G.,,
,-t,,
Milvi,Kase,,
N.,N.,,
Ethel,Aesma,,
Ernst,Peterson-Särgava,1868,1958
M.,Raud,,
T.,Kiimann,,
H.,Krickmann,,
Wilhelm ?,Nedatz,,
R.,H.,,
Friedrich David,Liblik,1860,1937
F. E.,Liblik,,
Andres,Pert,1865,1919
August,Trumm,1858,1941
,Ilmar,,
,Hermann,,
Johan,Tuul,1857,1907
,Meiu,,
K.,Grünwaldt,,
Helene,Varik,1869,1933
Jüri,Kotsar,,
A. H.,T.,,
J.,S.,,
F. H,Wilberg,,
Joh.,Lubi,,
Bernhard,Krug,1887,
A.,O-kas,,
P.,Rängel,,
A.,Tasa,,
E.,Werk,,
P.,Stolzen,,
,Virolaine,,
,Lainela,,
Wold.,Liedich,,
Marta,Bekker,,
L.,B.,,
E.,K.,,
John,Mann,,
M.,Lillak,,
K.,Kerem,,
J. H.,Täht,,
Kaarel,Kaskneem,1885,1945
Carl,Eisenschmidt,1860,1926
Gustav,Punga,,
A.,Tiitso,,
E.,Tätte,,
,-k.,,
Joosep Heinrich,Teinmann,1896,1923
Jaan,Jürisson,,
D.,Hint,,
G.,T.,,
Mihkel,Aitsam,1877,1953
,Fine,,
A.,Lett,,
Elmar,Kirotar,1899,1985
A.,P.,,
J.,E.,,
M. P.,Laanela,,
F.,Adamson,,
T.,Adamson,,
Karl,Ast-Rumor,1886,1971
Julius Bernhard,Mäns,1871,1935
J,Metsalauk,,
J.,Metsalauk,,
Linda,Simm,1882,1958
Matilde,Konik,1880,1929
R.,Karupoeg,,
Marie,Under,1883,1980
Paul,Pinna,1884,1949
,J.P,,
,Gr.,,
Heinrich Nikolai,Bauer,1874,1927
Anna,Markus,1878,1955
Sööt. Karl,Eduard,1862,1950
Minni,Kurs-Olesk,1879,1940
Emma,Reinthal,1878,1953
Peeter,Grünfeldt,1865,1950
H.,Eichenbaum,,
Johann,Lill,1854,1914
Karl,Kadak,1882,1919
Heino,Vaks,1886,1943
Harry,Wieck,,
,-xis,,
,-ph.,,
Johannes,Semper,1892,1970
Johannes,Reintalu,1875,1945
Vootele,Mesikäpp,1880,1926
Jaan,Tomp,1882,1943
H.,O.,,
P.,Kull,,
A.,Pohla,,
J.,Schulbach,,
J.,Vau,,
Ado,Johanson,1874,1933
Rudolf,Vallner,1879,1950
,J.M.-W.,,
Marta,Bekker,1885,1960
Hugo,Summer,1888,1971
A. H.,Tammsaare,1878,1940
Mihkel,Luts,1888,1929
H.,Õ.,,
Heinrich,Võsu,,
Theodor,Altermann,1885,1915
A.,N.,,
Ernst,Ilmatar,1869,1933
Jakob,Aunver,1891,1978
M,Reimann,,
D.,M.,,
,E.S,,
,A.A.,,
,M.T.,,
,E.K.,,
,A.P.,,
,A.J.,,
,H.L.,,
,I.O.,,
,S.J.,,
,L.T.,,
,A.U.,,
,S.K.,,
,E.L.,,
,M.A.,,
,L.L.,,
,M.R.,,
,H.E.,,
,E.A.,,
,L.D.,,
,L.R.,,
,N.K.,,
,A.K.,,
,S.P.,,
,L.P.,,
,A.S.,,
,S.A.,,
,A.T.,,
,H.W.,,
,A.L.,,
Heino,Anto,1882,1955
Harald C.,Pitsahl,,
David u.,Martson,1846,1892
Sepa,Miia,,
Elise,Kevend,1886,1945
Eduard,Brakmann,1868,1939
Tõnu,Franzdorf,1862,1940
J.,-ots,,
E.,Speek,,
,Helmi,,
J.,Kotsar,,
M. J.,Wunck,,
J. M.,Wunck,,
Joh.,Lass,,
St.,Lookivi,,
,Proletarlane,,
A. N.,T.,,
J.,Ratas,,
Bernhard,Roopa,1888,1916
P.,Wilplus,,
,As.,,
Peeter,Vohla,,
David,Hint,1883,1945
Nikolai,Tann,1890,1963
Mihkel,Oorgu,1888,1929
B.,Roopa,,
Elise,Luik,,
,M-n,,
Kusta,Toom,1892,1973
August,Põllusaar,1876,1939
,Tema,,
K.,Dolium,,
A.,Adamson,,
A.,Papillon,,
Ed. J.,Reinthal,,
Gustav,Tikerpuu,1888,1913
Kustas,Kotsar,1872,1942
Tony,Pukits,,
J.,Mihk,,
A.,Sollmann,,
,Maimu,,
H.,Siitam,,
,Ricaudet,,
Mats,Bekker,,
,Lucifer,,
Jaan,Teedlane,,
Johanna,Pukits,,
Johanna,Pukits,1880,1920
M.,Ostra,,
,T.,,
C.,Tenneberg,,
,-d.,,
P.,Proov,,
Johan,Jaks,1867,1919
G.,Teimann,,
J.,Wim,,
Hermann,Annila,,
Jakob August,Feldmann,1871,1945
Jaska,Uduvere,,
Jakob,Põllumees,,
T.,A.,,
Jaska,Uduwere,,
M.,Reimann,,
H.,Käger,,
H.,Mölder,,
Axel,Aru,,
Kaarel,Maasikmets,,
B.,R.,,
Osvald,Braun,,
Paul,Olak,,
Jaska,Tõde,,
J.,Räppo,,
Kaarel Robert,Pusta,1883,1964
,Oss,,
,P-lus,,
R.,Lesta,,
Rudolf,Lesta,1885,1941
,F.J.R-e.,,
H.,Jänes,,
Helene,Õiglas,1883,
Elise,Tenter,1888,1931
Paul,Olak,1880,1946
Bernhard,Roopa,,
J.,Lp.,,
A.,Peerandi,,
J.,K-p.,,
,Hella,,
E. M.,A.,,
,-rg.,,
J.,Klauren,,
Jüri,Markus,1876,1931
Julius,Seljamaa,1883,1936
Gustav,Frisch,,
Gustav,Frisch,1882,1920
Paul,Olak,1880,1949
August,Tammann,1893,1934
A.,U.,,
,T-u.,,
Ad.,Vöölman,,
H.,V.,,
R.,Maasoo,,
,Pr-ar.,,
V.,Jürisson,,
I.,Thomson,,
,-m.,,
Voldemar,Feldmann,,
J.,Voog,,
,Mury,,
,Rp.,,
Aleksander,Tassa,1882,1955
P.,Leinbock,,
Johan,Jans,1880,1941
Karl,Pinkovski,1875,1930
,Ojama,,
,Merekala,,
J.,Sarv,,
Lidia,Poom,,
A.,Urbanik,,
I.,Riis,,
Jaan,Lintrop,1885,1962
E.,Käis,,
H.,Laar,,
Anni,Paluoja,,
I.,S.,,
J. A.,Feldmann,,
K. R.,Kosenkranius,,
A.,Soop,,
Jakob,Seljamaa,,
E.,R-g.,,
M.,Moosberg,,
Madis,Küla,1890,1969
G.,P-ss.,,
Ed.,M.,,
P.,Prants,,
P.,Lauri,,
H. E.,P.,,
G. E.,Tomberg,,
,-aar-,,
J.,Mahoni,,
A.,Leinbock,,
A.,Kask,,
Rein,Rahuleid,,
Madis,Nurmik,1890,1969
Hindrek,Rikand,1874,
A.,Kann,,
,Vivus,,
Ed.,Portmann,,
Hans,Karu,1891,1943
David,Hint,,
Hilja,Säde,,
Helene,Õiglas,,
W.,S....p.,,
Salme,Viil,,
O.,Osten-Urv,,
Hans,Rebane,1882,1961
R.,Zingov,,
,Mats,,
O.,W.,,
,Linda,,
,J.T.W.,,
Jaan,Jürisson,1866,
Martin,Kitznik,1879,1957
Jaan,Kivisilla,1878,1946
Leo,Kuusik,,
Kaarel,Leetberg,1867,1945
Aleksander,Tarto,,
C.,B.,,
E.,P.,,
M.,Türna,,
E.,M.,,
H.,Möldre,,
R.,Summer,,
Juhan,Hurt,1893,
R.,J.,,
A.,M-vl,,
Friedrich,Mikkelsaar,1886,1930
,Maamees,,
J.,Elken,,
,Alexandro,,
,-oo-,,
G.,Asberg,,
,Kibuvits,,
A.,Toiger,,
G.,L.,,
J.,Sang,,
O.,M.,,
J.,Kruberg,,
A.,M.,,
J. S.,B.,,
Elmar,Studenetski,,
J.,Kama,,
Otto,Treu,1890,1944
E.,L-p.,,
E.,L-p,,
Carl,Holm,1893,1918
Johannes,Tiedemann,,
,Jans,,
H.,H.,,
,-u-,,
J.,Soidisandt,,
Joh.,Oja,,
Onkel,Jaak,,
Elfriede,Peepson,,
K.,Rubin,,
,-K.-,,
E.,Tornik,,
J.,Martson,,
A. K.,Mätas,,
Dr.,Mölder,,
,-Mikk.,,
Ed.,K-n-.,,
,-чет.,,
A.,Lust,,
J.,Umbmets,,
M.,S.,,
V.,Koch,,
G.,Vink,,
M.,Soolo,,
A.,Morel,,
J.,Jõesaar,,
Aleksander,Reinvald,,
A.,Pihlap,,
Angerva,Järv,,
J.,Hurt,,
A.,X.,,
,Pr-as.,,
A. A.,Merekalda,,
,ABE,,
P.,Sinisild,,
Ed.,G.,,
N.,K.,,
E.,Gr.,,
Hermann,S-k.,,
Jaan,Arna,,
Juhan,Hurt,,
K.,Simm,,
Karl,Kider,1882,1946
Hendrik?,-x. Narusberg,,
M.,E-r,,
A.,Woog,,
Eduard,Suursepp,1896,1975
Hilda,Küla,,
August Voldemar,Kõrv,1899,1942
A. W.,Kõrv,,
Adele,Laurson,,
R. H.,Obruk,,
A.,Äärejõe,,
Re,Vera,,
A.,Leppik-Parasmaa,,
August,Kaldenberg,,
,Pöidlane,,
A.,Leppik,,
R,Reimann,,
Teodor,Ussisoo,1878,1959
,-tus.,,
J.,L-oh.,,
,E.S.-P.,,
G.,Holm,,
D. D.,Neumann,,
,G-r.,,
M. M.,Röandt,,
Johan,Zirk,,
P.,Leinbok,,
Hans,Oras,1869,1942
S. A.,Rebmann,,
Karl,Mõtus,,
Johannes Leopold,Jüris,1870,1937
Paul,Madivere,1883,1940
P.,Vilpus,,
,-O.L.-,,
M.,Jaanus,,
Peeter,Lauri,1884,1957
H.,Õiglas,,
Joh.,Raud,,
Johannes,Raud,,
N.,S.,,
,Tõevälja,,
M. J.,Küla,,
V.,Erk,,
J. M.,Jaanus,,
,-ik.,,
,Lup.,,
J.,P-wsky,,
J. W.,Üksi,,
J.,Saaar,,
Harald,Eichenbaum,,
A.,Allik,,
,P-lus.,,
H.,Tiit,,
A.,S-k,,
Aleksander,Veiler,1887,1950
,-ri.,,
,Kuldnokk,,
Arthur,Saat,,
Robert,Luiker,,
Julius August,Kangur,1883,1974
G.,Heinrichson,,
H. A.,Tiit,,
Brunberg,Eduard,1862,1923
J.,M,,
Johan,Parmi,1863,1913
G.,Conrad,,
H.,Otto,,
J.,Kondradson,,
Johannes,Dunkel,1845,1935
Nathan,Aunverdt,1889,1927
Johan,Nymann,1859,1933
,Nikitin,,
A.,Nõlv,1876,1912
Joh.,Tõnisson,,
A. pseud.,Nõlv,1876,1912
Juhan,Elken,1851,1931
Villem,Tubin,1886,1955
Joh.,Tuuksam,,
Salme,Varjula,,
Helene,Õiglas,1883,1966
K.,Kadak,,
Julie,Siimann,,
,M-s.,,
,Ja.,,
,Tõhk,,
J. T.,Vinnal,,
Elise,Roos,,
,s-.,,
,s-,,
J.,J-on.,,
H. O.,P....he,,
,Üksilane,,
A.,Meil,,
H. C.,P....hl,,
P.,H-ng,,
T. F.,Küla,,
A.,Ohakas,,
T.,Käsebier,,
Jaan,Gutves,1866,1937
,Max,,
R.,Jõevälja,,
P.,Priimägi,,
Peet,Vallak,1893,1959
Anton,Suurkask,1873,1966
Gustav,Henni,,
Julius,Kaljuvee,1869,1940
Jaan,Kangro-Pool,1866,1921
Mats,Laarman,1873,1964
Joosep,Liiv,1870,1957
Mihkel,Martna,1860,1934
,Müller,,
Sergei,Parmi,1861,
A.,Porkon,,
A.,Raha,,
Anna,Raid,,
Juhan,Richter,,
Tõnu,Riomar,1860,1924
S.,P.,,
Ants,Simm,1877,1946
K.,Kannel,,
Heinrich,Graf,,
Vold,Arro,,
Elise,Aunverdt,,
Eduard,Brakmann,,
A.,Drehverk,,
,Eedi,,
J.,L-ss.,,
C. L.,R.,,
Eduard,Pertman,1894,1937
Jaan,Rebane,1879,1929
P.,Osten-Urv,,
J.,Kalam,,
F.,S.,,
Adolf,Rühka,1878,1901
Tõnis Johannes,Kalbus,1874,1950
G.,Schiffer,,
Voldemar,Grünstamm,1876,
Carl,Hermann,1863,1924
,Läänelane,,
T.,Weldemann,,
Hans,Siitam,1884,1950
Ed.,K-n,,
Konstantin? Rei August?,"Kusti"" Kokla",,
Martin,Kitsnik,1879,1957
Otto,Hinzenberg,,
A.,Kuusk,,
Neiu,Hilda,,
Armi,A.,,
Eduard,Virgo,1878,1938
H.,-aa-,,
A.,Pertschik,,
Joh.,Sirul,,
A.,Laine,,
P. O.,P.,,
Johann,Semmiste,1882,1942
Eedeni,Eeva,,
,John,,
P.,R-gel,,
H.,Siimann,,
Georg,Markus,1841,1929
W.,P.,,
,Matkaja,,
,Auni,,
J. T.,Kollist,,
E. K.,Ivanova,,
J.,S-t,,
T. [?],Krikmann,,
A. K.,Mättas,,
,-ss.,,
V.,Tõruke,,
,Hedda,,
E.,W-k,,
,-a.,,
Jaan ?-,Liiv,1921,
P. K.,Rääbis,,
A.,Kõiv,,
Juhan,Hurt,1893,
A.,M-a.,,
,L-oh.,,
Traugott,Vogel,1894,1975
A.,Murumägi,,
Joh.,Seil,,
Villem,Buk,1879,1941
,Lydia,,
Aadu,Laabus,1887,1948
,Kirp,,
Homo,Novus,,
Jaan,Kenkmann,,
,Herman,,
P.,Annok,,
,P-Em-Ep,,
Max,Einer,,
Viktor?,-wi. Kingisepp,,
,P.-EmE.,,
,R-gel,,
P.,Vilplus,,
,Kibuwits,,
P-Em.,Ep.,,
,-eon-,,
L.,H.,,
,Heik.,,
,Spect,,
J.,Remus,,
Johann,Udikas,1885,
J.,Tihane,,
,teradmata,,
Voldemar,Lüdig,1878,
R.,Männik,,
O.,Eermann,,
,lj.,,
C.,Leithammel,,
E. L.,T.,,
,M-l-d,,
H.,Al.,,
J. R.,saksa,,
B.,K.,,
M. J.,Franzdorf,,
J. L -,oh.,,
Axel,Äru,,
Herman [ Niggol H. (pseud.) = Herman Annila],Annila,,
G.,M-er,,
,Hiiela,,
A.,Wollmer,,
,Domingo,,
,S-aa,,
J,Roop,,
,Maleva,,
Jaan,Rootslane,1874,1907
A.,Kivi,,
Jakob,Tannenthal,1872,1948
Gustav Eduard,Pruel,1887,
T.,O.,,
Peeter,Kallit,1889,1941
Juhan,Kruustee,1884,1942
V.,Villu,,
,Jalakas,,
A.,Stern,,
P.,S.,,
Juhan,Abner,,
Paul,K.,,
August,Salusaar,,
M.,B.,,
Tõnis,Allikas,1878,1911
W.,Linamäe,,
V.,Linamäe,,
,Anni,,
L.,Suburg,,
Peeter,Grünfeldt,1865,1947
,-tus,,
A.,P-r.,,
Artur,Paulmeister,1873,
Peeter,Grünfeldt,1865,1949
J. L,-oh.,,
E,Tenter,,
Peeter,Grünfeldt,1865,1948
J.,Veber,,
Aug.,Kaldenberg,,
Karl Friedrich,Pinkovski,1875,1930
J. H.,Kadastik,,
,-lane.,,
J.,Valge,,
E.,P-ste,,
J. O.,Talwa,,
,Talva,,
,Palgi,,
P.,Hering,,
Olga,Riis,,
M. J.,F.,,
J.,Piir,,
P.,Luukas,,
Emilla,Linde,1886,1959
J.,Kahu,,
A.,F-ar,,
Otto Johannes,Kiisel,1886,1967
M.,Tammik,,
Jaan,Tõnisson,1868,1941
Bernhard,Krug,,
Oskar,Braun,1862,1931
G.,B.,,
E.,G.,,
A.,Sr.,,
,XX,,
A.,S-n.,,
,-p.,,
,Heik,,
,Rcdt.,,
Leeni,Ploompuu,1886,1972
A.,Rebane,,
Leeni,Vesterinen (Ploompuu),1886,1972
Johanna,Kitzberg,1876,1964
S.,Karp,,
Jüri,Markus,1876,1929
H.,Kuriks,,
Julie,Steinmann,1883,1957
,C.W-ff,,
Johannes,Üksi,1891,1937
,Türmerist,,
W.,Müürissepp,,
Kristjan,Prüller,1877,1950
W.,Erk,,
Fr.,Sander,,
M.,Jürgen,,
,-l.,,
Leonhard,Puutsa,,
Ed.,Brakmann,,
Karl,Luud,1882,1963
,Ver.,,
Tiit,Tagametsa,,
Joh.,Rabe,,
J.,Maamees,,
Äru,Axel,,
E.,Luik-Kevend,,
A.,Kärk,,
Joh.,Lepa,,
P.,Ilves,,
Peeter,Grünfeldt,1865,1946
,Olli,,
R.,P.,,
Hendrik,Ilves,1877,1902
Anna,Haava,1864,1958
H.,Ilves,,
A.H.,Leinbock,,
,Pr-as,,
Johannes,Lass,1885,1938
Villem,Soopan,,
Eleonore,Aaslava,1897,1996
Julius,Mark,1890,1959
Anna,Fiskar,1882,1940
M.,Vares,,
M.,Nurm,,
G.,Paju,,
G. E.,L.,,
G. E.,Luiga,,
Handr.,Ilves,,
Julius,Lomp,,
K.,N-r,,
R.,J=genfeldt,,
R.,J-genfeldt,,
Toomas,Algma,1896,1971
,Rr.,,
I.,Rr.,,
Villem,Tepe,,
A.,Saaremets,,
O.,Prick,,
Johannes,Eglon,1836,1908
Jakob,Livenström,1830,1901
Karl E.,Holm,,
R.,Lessak,,
J. S.,Amblane,,
,-Dar.,,
Marta Adolfine,Rannat,1887,1969
,-i-,,
Peeter,Grünfeldt,1865,1939
,Migristo,,
,Eremita,,
Mart,Müürisepp,,
J.,Pitkärd,,
Jaan,Tuli,,
J.,Jürisson,,
Charlotte,Äru,,
,J.-,,
Märt,Ulk,1880,1972
Ed.,S.,,
A.,Raudpea,,
M.,A.,,
C.,Vrenteau,,
A.,B.,,
,Ach,,
Karl Eduard,Sööt,1862,1951
,Etellaz,,
Nikolai,Orlov,1834,1898
Kusta,Mannermaa,1888,1959
,W.,,
Ado,Peet,1853,1913
,Redt.,,
B.,Kask,,
G. E.,Holm,,
R.,J-gerfeldt,,
Madis,Küla,1890,1969
Ado,Köögardal,1891,1957
Voldemar,Jürisson,1889,1950
Kurb,Lind,,
,-ja.,,
O.,Weber,,
q.,P.,,
August,Mauer,1862,1925
W.,L.,,
,Rolf,,
Eduard,Pertman,1894,1936
E.,Peepson,,
,Ske,,
,Ad.,,
D.,R.,,
J.,Tomp,,
K.,Lillak,,
A.,P-r,,
,-km-,,
Luise,Põdder,,
,Incognito,,
O.,Kruse,,
F.,R.,,
,L-ni,,
T.,S.,,
Joh.,Niinas,,
Aleksander,Ploompuu,1875,1956
R. K.,K.,,
E.,Tõlk,,
T.,Tammula,,
Gustav,Otsing,1879,1922
A.,Nimrod,,
G.,Oja,,
R. K.,V.,,
L.,Veski,,
V.,Külaneid,,
E.,Soo,,
J.,T-r.,,
J.,W-d.,,
,Maret,,
Ants,Laikmaa,1866,1942
Jaan,Depman,1885,1970
,Willi,,
V.,Mihk,,
,-A-lh-P.,,
A.,Rosenbach,,
V.,Kaarna,,
J.,V.,,
M.,Kand,,
Eduard,Pertman,1894,1933
A.,K-r.,,
J.,Lp,,
T.,Tomp,,
Voldemar,Lüdig,1878,
Johannes,Vahtkerl,1886,
Karl,Reitav,1897,1961
Gustav ?-,Kajak,1920,
Peeter,Grünfeldt,1865,1938
,P.V-k.,,
A.,Aru,,
E,Tätte,,
J.,Lukats,,
Bernhard,Weber,,
D.,Mölder,,
,-hm-,,
Tõnu,Sander,1868,1894
H.,C.,,
A.,Haugas,,
E. W.,E.,,
,Õkva,,
J.,V-li,,
M. J.,Wunk,,
,-k-,,
Anna,Turp,,
,AHGS.,,
Albert,Saaberg,,
Peeter,Grünfeldt,1865,1945
J.,Oja,,
Hans,Valk,1860,
Alfred,Vallner,,
J.,Tuuksam,,
Jakob,Ploompuu,1872,1949
Otto,Mägi,,
J.,Kl.,,
A.,Könning,,
,Cordus,,
Gustav,Klemmer,1863,1928
,x,,
August,Tõnurist,1869,1943
